SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1383235,222962,-52,134.955,67500,0.0,0.0,0.0,0.0,73.71,6.255,0.0,0.0,134.955,134.955,0.0,0,0.0,0.0,47.0,Active,1,0
2394021,156181,-26,68251.545,67500,0.0,0.0,0.0,0.0,3375.0,4275.0,4275.0,65697.66,67915.71,67915.71,0.0,0,0.0,0.0,54.0,Active,0,0
2496554,231367,-47,75924.225,67500,52200.0,54652.5,0.0,2452.5,3375.0,0.0,0.0,58947.21,63598.725,63598.725,11.0,15,0.0,4.0,1.0,Active,0,0
2186934,439752,-24,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2077809,434265,-91,0.0,112500,0.0,0.0,0.0,0.0,0.0,565.425,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2139072,286368,-42,310.14,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.14,310.14,0.0,0,0.0,0.0,59.0,Active,122,0
2514645,129398,-61,27094.725,67500,0.0,3343.5,3343.5,0.0,3375.0,3375.0,3375.0,25616.025,27094.725,27094.725,0.0,1,1.0,0.0,36.0,Active,0,0
1678150,104622,-13,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2536051,190803,-41,0.0,112500,0.0,0.0,0.0,0.0,0.0,313.065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
2405103,273912,-9,133905.96,135000,0.0,0.0,0.0,0.0,6897.915,6975.0,6975.0,130983.075,133905.96,133905.96,0.0,0,0.0,0.0,6.0,Active,0,0
2290324,387435,-68,93053.295,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,88396.965,93053.295,93053.295,0.0,0,0.0,0.0,20.0,Active,0,0
1216007,231255,-12,0.0,337500,0.0,0.0,0.0,0.0,0.0,1048.725,1048.725,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
2254491,271514,-30,6308.82,360000,22500.0,22500.0,0.0,0.0,327.015,9000.0,6750.0,6200.46,6308.82,6308.82,1.0,1,0.0,0.0,12.0,Active,0,0
2070149,374030,-37,0.0,0,0.0,0.0,0.0,0.0,0.0,19.665,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1056962,240414,-10,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1993926,401425,-87,0.0,112500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1086928,239052,-17,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Completed,0,0
1115454,367775,-62,51975.36,67500,0.0,0.0,0.0,0.0,4050.0,4500.0,4500.0,49895.64,51975.36,51975.36,0.0,0,0.0,0.0,36.0,Active,0,0
1261452,100329,-82,0.0,112500,0.0,0.0,0.0,0.0,717.795,1122.84,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
1106184,386657,-13,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Completed,0,0
1756550,105015,-17,0.0,0,0.0,0.0,0.0,0.0,0.0,1288.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
2703398,247312,-40,0.0,0,0.0,0.0,0.0,0.0,0.0,356.94,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Active,0,0
2403593,228016,-56,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2741551,203852,-9,144173.655,135000,7200.0,7200.0,0.0,0.0,6717.285,6750.0,6750.0,134796.015,139829.67,139829.67,2.0,2,0.0,0.0,12.0,Active,0,0
1688906,265780,-29,0.0,0,0.0,0.0,0.0,0.0,0.0,126.72,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
1612822,429511,-3,111933.225,121500,0.0,0.0,0.0,0.0,5806.35,5850.0,5850.0,106511.58,111712.725,111712.725,0.0,0,0.0,0.0,15.0,Active,0,0
2773419,443283,-73,0.0,45000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1189529,283696,-13,47119.995,900000,45000.0,45000.0,0.0,0.0,0.0,,0.0,45000.0,45774.495,45774.495,1.0,1,0.0,0.0,0.0,Active,0,0
2425094,289989,-92,59275.8,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,56869.605,59275.8,59275.8,0.0,0,0.0,0.0,4.0,Active,0,0
2023079,202098,-63,33598.08,67500,22500.0,22500.0,0.0,0.0,3375.0,27000.0,27000.0,30861.0,33598.08,33598.08,1.0,1,0.0,0.0,27.0,Active,0,0
2414867,138836,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
2817387,402909,-30,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1434454,170714,-18,0.0,180000,0.0,0.0,0.0,0.0,0.0,171.225,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active,0,0
1824023,431594,-90,89630.235,90000,2250.0,2250.0,0.0,0.0,4500.0,6750.0,6750.0,86348.115,89630.235,89630.235,1.0,1,0.0,0.0,1.0,Active,0,0
2235243,383187,-53,0.0,225000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1607283,238465,-13,0.0,180000,0.0,0.0,0.0,0.0,0.0,265.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
2837241,173822,-15,0.0,270000,0.0,0.0,0.0,0.0,0.0,19.575,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,67.0,Active,0,0
2356309,185319,-16,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2832874,359817,-57,93053.34,90000,2250.0,2250.0,0.0,0.0,4500.0,4500.0,4500.0,89075.385,93053.34,93053.34,1.0,1,0.0,0.0,39.0,Active,0,0
1945490,411753,-16,0.0,720000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2416228,448638,-62,86890.815,112500,0.0,0.0,0.0,0.0,5625.0,9000.0,9000.0,83167.47,86890.815,86890.815,0.0,0,0.0,0.0,9.0,Active,0,0
2347460,281149,-10,361144.17,450000,0.0,10436.76,0.0,10436.76,18095.04,20250.0,20250.0,352087.65,361144.17,361144.17,0.0,5,0.0,5.0,32.0,Active,0,0
2411763,407903,-5,186155.46,180000,4500.0,4500.0,0.0,0.0,12600.0,12600.0,12600.0,177765.75,184679.46,184679.46,1.0,1,0.0,0.0,48.0,Active,0,0
1513600,166134,-5,470197.485,450000,6750.0,6750.0,0.0,0.0,23377.455,24750.0,24750.0,449548.92,465390.45,465390.45,1.0,1,0.0,0.0,7.0,Active,0,0
2299794,270980,-82,142098.795,135000,9594.09,9594.09,0.0,0.0,8100.0,8100.0,8100.0,134721.72,142098.795,142098.795,3.0,3,0.0,0.0,27.0,Active,0,0
1003150,209666,-46,0.0,135000,0.0,0.0,0.0,0.0,0.0,171.675,0.0,0.0,-171.675,-171.675,0.0,0,0.0,0.0,54.0,Active,0,0
1843395,319408,-37,0.0,180000,0.0,0.0,0.0,0.0,0.0,3181.68,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1864686,175137,-39,0.0,112500,0.0,0.0,0.0,0.0,0.0,16502.85,0.0,0.0,-16502.85,-16502.85,0.0,0,0.0,0.0,38.0,Active,0,0
2188412,266604,-93,89118.495,90000,83250.0,84125.835,0.0,875.835,4500.0,9000.0,9000.0,80917.2,89118.495,89118.495,10.0,12,0.0,2.0,1.0,Active,0,0
2148229,343059,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,139.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
1822966,242009,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,257.94,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,69.0,Active,0,0
1640158,399624,-29,0.0,270000,0.0,0.0,0.0,0.0,0.0,407.565,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,Active,0,0
1001594,280550,-45,0.0,0,0.0,0.0,0.0,0.0,0.0,208.125,0.0,0.0,-208.125,-208.125,0.0,0,0.0,0.0,8.0,Active,0,0
1666634,251547,-15,0.0,0,0.0,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1082635,103868,-58,172349.91,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,165865.815,172349.91,172349.91,0.0,0,0.0,0.0,36.0,Active,0,0
1592413,390372,-7,418819.95,450000,0.0,0.0,0.0,0.0,20708.46,21150.0,21150.0,392310.945,415799.145,415799.145,0.0,0,0.0,0.0,28.0,Active,0,0
2500001,203940,-83,0.0,67500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1359410,325575,-28,91504.89,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,87929.01,91504.89,91504.89,0.0,0,0.0,0.0,58.0,Active,0,0
2761329,349068,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,302.805,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
1782214,136608,-60,0.0,0,0.0,0.0,0.0,0.0,0.0,234.18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2458378,419135,-5,0.0,45000,,0.0,,,0.0,130.5,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2578319,111311,-11,48685.365,900000,63000.0,63000.0,0.0,0.0,0.0,18000.0,15750.0,46690.65,47339.865,47339.865,2.0,2,0.0,0.0,0.0,Active,0,0
1054701,129860,-14,0.0,45000,0.0,0.0,0.0,0.0,0.0,167.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
1496997,415107,-53,0.0,0,0.0,0.0,0.0,0.0,0.0,1393.695,0.0,0.0,-1206.315,-1206.315,0.0,0,0.0,0.0,12.0,Active,0,0
2506165,450918,-26,76859.82,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,74328.48,76859.82,76859.82,0.0,0,0.0,0.0,62.0,Active,0,0
2178651,400005,-18,124948.08,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,120836.79,124948.08,124948.08,0.0,0,0.0,0.0,70.0,Active,0,0
1420162,252280,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,543.96,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
1584892,410931,-17,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1906933,221016,-28,0.0,180000,0.0,0.0,0.0,0.0,0.0,942.84,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,68.0,Active,0,0
2611216,121465,-20,97629.75,112500,0.0,0.0,0.0,0.0,5625.0,9000.0,9000.0,94522.095,97629.75,97629.75,0.0,0,0.0,0.0,73.0,Active,0,0
1561713,424203,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,742.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
2831935,359951,-6,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Completed,0,0
2522730,294381,-84,0.0,90000,0.0,0.0,0.0,0.0,0.0,339.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
2789399,193052,-49,87956.235,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,84509.145,87956.235,87956.235,0.0,0,0.0,0.0,25.0,Active,0,0
1688264,252455,-19,46274.58,45000,0.0,1885.5,0.0,1885.5,2250.0,2250.0,2250.0,44409.645,46274.58,46274.58,0.0,2,0.0,2.0,59.0,Active,0,0
1257646,117931,-19,0.0,67500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1747787,229608,-26,0.0,135000,0.0,0.0,0.0,0.0,0.0,383.22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,63.0,Active,0,0
1056156,254305,-58,41181.975,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,39119.49,41181.975,41181.975,0.0,0,0.0,0.0,42.0,Active,1,1
2740920,319760,-5,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2635867,166286,-13,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1359936,259042,-16,214911.81,225000,20250.0,20250.0,0.0,0.0,10486.395,10575.0,10575.0,208828.26,213566.31,213566.31,1.0,1,0.0,0.0,9.0,Active,0,0
2741894,152714,-36,144791.28,135000,900.0,900.0,0.0,0.0,6750.0,0.0,0.0,134185.905,144791.28,144791.28,1.0,1,0.0,0.0,61.0,Active,1,1
2108051,260802,-71,149186.835,180000,0.0,0.0,0.0,0.0,9000.0,22500.0,22500.0,144151.695,149186.835,149186.835,0.0,0,0.0,0.0,15.0,Active,0,0
1384354,116448,-20,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1386827,438205,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,107.055,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,Active,0,0
1998569,315955,-3,146494.935,270000,0.0,0.0,0.0,0.0,8081.64,9000.0,9000.0,143632.98,146494.935,146494.935,0.0,0,0.0,0.0,13.0,Active,0,0
1405243,132172,-9,6429.69,45000,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,4586.67,6429.69,6429.69,0.0,0,0.0,0.0,65.0,Active,1,1
2556918,100339,-55,158009.535,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,152178.66,158009.535,158009.535,0.0,0,0.0,0.0,35.0,Active,0,0
1386438,158117,-55,36438.525,45000,0.0,0.0,0.0,0.0,2250.0,4680.0,4680.0,34836.795,36438.525,36438.525,0.0,0,0.0,0.0,24.0,Active,0,0
1721741,255175,-33,187949.43,202500,22500.0,22500.0,0.0,0.0,14175.0,15750.0,15750.0,178737.84,187949.43,187949.43,1.0,1,0.0,0.0,20.0,Active,0,0
2011449,118569,-14,0.0,112500,0.0,0.0,0.0,0.0,0.0,378.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
1405449,441194,-50,143146.08,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,138117.105,143146.08,143146.08,0.0,0,0.0,0.0,42.0,Active,0,0
2578155,218812,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,105.435,105.435,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
1926315,318096,-3,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2379530,329884,-32,1091.16,427500,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,1025.91,1116.225,1116.225,0.0,0,0.0,0.0,6.0,Active,0,0
1107402,398035,-61,124.02,67500,0.0,0.0,0.0,0.0,3375.0,12555.0,12555.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
2673513,197637,-92,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2345624,237023,-13,0.0,45000,0.0,0.0,0.0,0.0,0.0,993.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Active,0,0
1856215,393185,-27,0.0,337500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2459659,363451,-25,0.0,180000,0.0,0.0,0.0,0.0,0.0,90.27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.0,Active,0,0
2152907,174808,-4,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1494165,181090,-15,100108.395,270000,0.0,0.0,0.0,0.0,13500.0,4950.0,4950.0,94753.665,100108.395,100108.395,0.0,0,0.0,0.0,78.0,Active,1,1
2760985,290839,-9,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1331206,231049,-73,109375.335,180000,0.0,0.0,0.0,0.0,9000.0,9270.0,9270.0,104159.52,109375.335,109375.335,0.0,0,0.0,0.0,14.0,Active,0,0
2148595,331174,-5,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Completed,0,0
2635324,340571,-37,230280.885,225000,13500.0,13500.0,0.0,0.0,11250.0,11520.0,11520.0,222285.69,230280.885,230280.885,1.0,1,0.0,0.0,61.0,Active,0,0
1752079,393004,-52,177213.96,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,170352.225,177213.96,177213.96,0.0,0,0.0,0.0,23.0,Active,0,0
1911713,116755,-14,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1880131,317237,-50,0.0,0,0.0,0.0,0.0,0.0,0.0,338.04,0.0,0.0,-338.04,-338.04,0.0,0,0.0,0.0,12.0,Active,0,0
1675635,152267,-30,117543.24,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,113652.135,117543.24,117543.24,0.0,0,0.0,0.0,49.0,Active,0,0
2344688,188946,-38,0.0,0,0.0,0.0,0.0,0.0,0.0,235.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1956153,443487,-21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Completed,0,0
1646712,405914,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,679.545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
2148593,170533,-50,0.0,0,0.0,0.0,0.0,0.0,0.0,151.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
1550950,275113,-31,27011.565,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,25653.6,27011.565,27011.565,0.0,0,0.0,0.0,37.0,Active,0,0
2357540,274465,-75,101039.715,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,96889.005,101039.715,101039.715,0.0,0,0.0,0.0,28.0,Active,0,0
2003083,111296,-20,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2813154,237047,-11,85993.65,180000,0.0,39951.045,0.0,39951.045,7180.29,103500.0,103500.0,80056.935,85993.65,85993.65,0.0,21,0.0,21.0,1.0,Active,0,0
2089406,424828,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,2.835,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,64.0,Active,0,0
2773636,186770,-75,83530.215,180000,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,75660.66,83530.215,83530.215,0.0,0,0.0,0.0,21.0,Active,1,1
1470301,109728,-22,270.945,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.945,270.945,0.0,0,0.0,0.0,48.0,Active,824,0
2467520,131883,-6,47269.665,225000,45000.0,45000.0,0.0,0.0,0.0,,0.0,45000.0,46032.165,46032.165,1.0,1,0.0,0.0,0.0,Active,0,0
2044242,222120,-75,0.0,112500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2383940,269798,-2,4220.91,450000,0.0,0.0,0.0,0.0,20779.335,419809.5,419809.5,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1190464,117346,-14,44257.095,90000,0.0,0.0,0.0,0.0,4500.0,6750.0,6750.0,42213.285,44257.095,44257.095,0.0,0,0.0,0.0,75.0,Active,0,0
2290954,195972,-17,0.0,81000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
1557642,398543,-21,18466.155,247500,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0,17698.77,18466.155,18466.155,0.0,0,0.0,0.0,39.0,Active,0,0
2476190,187730,-37,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1522084,349072,-2,280652.04,630000,0.0,0.0,0.0,0.0,14381.505,18000.0,18000.0,269630.325,277905.375,277905.375,0.0,0,0.0,0.0,17.0,Active,0,0
1137255,355969,-71,123853.365,135000,900.0,900.0,0.0,0.0,6750.0,6750.0,6750.0,118363.545,123853.365,123853.365,1.0,1,0.0,0.0,4.0,Active,0,0
1254463,330359,-76,110170.98,157500,0.0,13708.935,0.0,13708.935,7875.0,15750.0,15750.0,105342.57,110170.98,110170.98,0.0,4,0.0,4.0,14.0,Active,0,0
1688224,187911,-92,65621.475,180000,0.0,0.0,0.0,0.0,3375.0,4050.0,4050.0,61937.955,65621.475,65621.475,0.0,0,0.0,0.0,6.0,Active,0,0
1950107,398931,-75,0.0,112500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1020869,249882,-67,115637.76,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,110146.77,115637.76,115637.76,0.0,0,0.0,0.0,21.0,Active,0,0
1691771,179352,-4,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1374537,260401,-19,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1484712,348406,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,5214.555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,61.0,Active,0,0
2397738,219090,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,780.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1054635,280840,-22,0.0,135000,0.0,0.0,0.0,0.0,0.0,13.77,13.77,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
1925208,239609,-5,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
