SK_ID_CURR,inst_payments_NUM_INSTALMENT_NUMBER,prev_app_NFLAG_INSURED_ON_APPROVAL,REGION_RATING_CLIENT_W_CITY,bureau_DAYS_CREDIT_UPDATE,bureau_AMT_ANNUITY,bureau_AMT_CREDIT_SUM,prev_app_DAYS_LAST_DUE_1ST_VERSION,AMT_ANNUITY,DAYS_EMPLOYED,HOUSETYPE_MODE,DAYS_BIRTH,bureau_DAYS_CREDIT,credit_bal_AMT_BALANCE,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,ELEVATORS_AVG,FLAG_OWN_REALTY,EMERGENCYSTATE_MODE,bureau_CREDIT_DAY_OVERDUE,FLOORSMAX_AVG,NAME_CONTRACT_TYPE,REGION_RATING_CLIENT,prev_app_DAYS_FIRST_DRAWING,REG_CITY_NOT_LIVE_CITY,prev_app_CNT_PAYMENT,DAYS_LAST_PHONE_CHANGE,NAME_HOUSING_TYPE,CODE_GENDER,HOUR_APPR_PROCESS_START,credit_bal_CNT_DRAWINGS_CURRENT,FLAG_EMP_PHONE,bureau_AMT_CREDIT_SUM_DEBT,FLAG_DOCUMENT_8,AMT_CREDIT,prev_app_DAYS_DECISION,EXT_SOURCE_1,inst_payments_NUM_INSTALMENT_VERSION,FLAG_PHONE,WEEKDAY_APPR_PROCESS_START,bureau_AMT_CREDIT_SUM_OVERDUE,prev_app_HOUR_APPR_PROCESS_START,AMT_REQ_CREDIT_BUREAU_QRT,ORGANIZATION_TYPE,prev_app_AMT_DOWN_PAYMENT,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,credit_bal_MONTHS_BALANCE,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,credit_bal_AMT_DRAWINGS_ATM_CURRENT,TOTALAREA_MODE,DEF_60_CNT_SOCIAL_CIRCLE,credit_bal_is_fraud,NAME_INCOME_TYPE,EXT_SOURCE_3,REG_CITY_NOT_WORK_CITY,credit_bal_CNT_DRAWINGS_ATM_CURRENT,FLAG_EMAIL,REGION_POPULATION_RELATIVE,NAME_FAMILY_STATUS,OCCUPATION_TYPE,POS_SK_DPD_DEF,credit_bal_anomaly_score,CNT_CHILDREN,credit_bal_AMT_DRAWINGS_CURRENT,prev_app_AMT_ANNUITY,prev_app_DAYS_FIRST_DUE,NONLIVINGAPARTMENTS_AVG,OWN_CAR_AGE
188909,16.019801980198018,0.5,2,-303.8125,,147713.59968749998,91308.75,17122.5,365243,block of flats,-22532,-972.375,214356.75074999998,0,0.5746638509651143,0.0,0,0.0,0.0,0.1667,Cash loans,2,273791.0,0,19.0,-1102.0,House / apartment,F,11,0.6,0,48280.965,0,593010.0,-786.2,,1.2871287128712872,0,SUNDAY,0.0,11.8,0.0,XNA,6840.0,0,1,-10.5,270000.0,Secondary / secondary special,17250.0,0.0119,0.0,0.1,Pensioner,0.180887977767074,0,0.6666666666666666,0,0.005144,Widow,,0.06896551724137931,0.07376284896816694,0,15525.0,10880.541000000001,-736.0,0.0,
347275,10.0,0.0,2,-351.57142857142856,,3045754.285714286,3.0,36292.5,-1093,block of flats,-16758,-623.0,,0,0.6229959372837893,0.0,1,0.0,0.0,0.1667,Cash loans,2,365243.0,0,15.0,-720.0,House / apartment,M,15,,1,2211072.4285714286,1,1125000.0,-663.0,,1.0526315789473684,0,FRIDAY,0.0,11.0,0.0,Restaurant,0.0,0,0,,630000.0,Secondary / secondary special,,0.0757,0.0,,Commercial associate,0.3328505641648731,0,,0,0.0145199999999999,Married,Core staff,0.0,,2,,11758.2075,-687.0,0.0077,3.0
250804,,,3,-154.33333333333334,,301560.0,,28813.5,-831,,-11214,-431.6666666666667,,1,0.5128407971420282,,0,,0.0,,Cash loans,3,,0,,-67.0,Municipal apartment,M,5,,1,159666.0,0,774000.0,,0.3698333717571991,,0,SATURDAY,0.0,,1.0,Business Entity Type 3,,1,0,,180000.0,Higher education,,,0.0,,Commercial associate,0.221335206354466,1,,0,0.018029,Single / not married,High skill tech staff,,,0,,,,,15.0
348749,12.5,0.0,2,-474.5,,85547.43,-27.0,9387.0,-2189,,-10213,-862.0,,1,0.2440078209202131,,1,,0.0,,Cash loans,2,365243.0,1,24.0,0.0,With parents,F,11,,1,0.0,0,142200.0,-453.0,,1.0,0,SATURDAY,0.0,13.5,0.0,Transport: type 4,0.0,1,0,,112500.0,Secondary / secondary special,,,0.0,,Working,0.2721336844147212,1,,0,0.022625,Married,Laborers,0.0,,1,,9734.895,-717.0,,
231383,58.258278145695364,0.5,1,-399.25,,984937.5,214.0,38250.0,-6928,block of flats,-22488,-1317.5,45016.6040625,0,0.7838283816775964,0.36,1,0.0,0.0,0.3333,Revolving loans,1,365243.0,0,21.0,-1909.0,Rented apartment,F,17,0.13541666666666666,1,,0,765000.0,-429.5,,0.12582781456953643,1,MONDAY,0.0,14.5,0.0,Business Entity Type 3,0.0,0,0,-48.5,256500.0,Lower secondary,1884.375,0.2878,0.0,0.010416666666666666,Commercial associate,0.6785676886853644,0,0.13541666666666666,0,0.032561,Married,Accountants,0.29411764705882354,0.1341058382719809,0,2163.82921875,26174.655,-386.0,0.0,30.0
119647,7.0,0.0,2,,,,138.0,17739.0,-931,,-12178,,,1,0.142870887589952,,1,,,,Cash loans,2,365243.0,0,18.0,-496.0,House / apartment,F,9,,1,,0,454500.0,-408.0,,1.0,0,TUESDAY,,9.5,,Self-employed,0.0,1,0,,45000.0,Secondary / secondary special,,,0.0,,Working,,1,,0,0.030755,Married,Sales staff,0.0,,0,,8863.47,-372.0,,
257374,3.5,0.0,3,,,,-1010.0,33259.5,365243,block of flats,-22634,,,0,0.5404883358234642,0.0,1,0.0,,0.125,Cash loans,3,365243.0,0,6.0,-1191.0,Municipal apartment,F,11,,0,,0,781920.0,-1191.0,0.3525525968873448,1.0,1,TUESDAY,,12.0,,XNA,0.0,1,0,,292500.0,Secondary / secondary special,,0.0508,0.0,,Pensioner,,0,,0,0.020246,Married,,0.0,,0,,21792.825,-1160.0,0.0039,
305211,7.528846153846154,0.6666666666666666,2,-1196.8,,102796.53300000001,-90.33333333333333,24246.0,365243,block of flats,-23476,-1532.6,,0,0.6572714882743836,0.0,1,0.0,0.0,0.0833,Cash loans,2,365243.0,0,33.8,-618.0,House / apartment,F,13,,0,13335.1875,0,824823.0,-849.6666666666666,0.8739117028635383,1.3365384615384615,0,MONDAY,0.0,12.75,0.0,XNA,1050.0,0,1,,157500.0,Higher education,,0.0153,0.0,,Pensioner,0.4031416766587513,0,,0,0.016612,Married,,0.0,,0,,17931.217500000002,-1007.0,0.0,
153812,6.6571428571428575,0.3333333333333333,2,-1179.0,0.0,80275.5,77.0,15790.5,365243,,-24101,-1495.0,,0,0.3420278293317465,,1,,0.0,,Cash loans,2,365243.0,0,20.0,-867.0,House / apartment,F,6,,0,0.0,0,225000.0,-391.6666666666667,,1.0,1,THURSDAY,0.0,9.833333333333334,1.0,XNA,,0,1,,85500.0,Lower secondary,,,0.0,,Pensioner,,0,,0,0.0145199999999999,Civil marriage,,0.02702702702702703,,0,,10714.23,-493.0,,
149325,3.6875,0.6666666666666666,3,-37.0,22572.0,675000.0,-509.6666666666667,38610.0,-817,block of flats,-9664,-436.0,,0,0.7081894379461231,0.0,0,0.0,0.0,0.125,Cash loans,3,365243.0,0,8.666666666666666,-1118.0,House / apartment,M,10,,1,565357.5,1,755190.0,-690.25,0.3064970323862092,1.5625,0,SUNDAY,0.0,10.75,1.0,Business Entity Type 3,6295.5,0,0,,270000.0,Incomplete higher,,0.0627,0.0,,Commercial associate,0.3740208032583212,0,,0,0.008068,Married,High skill tech staff,0.0,,0,,36817.605,-739.6666666666666,0.0347,9.0
404667,5.5,,3,,,,,34200.0,-321,,-10366,,,0,0.344477840791565,,0,,,,Cash loans,3,,0,,0.0,With parents,F,10,,1,,1,503676.0,,0.4236371568552991,1.0,0,FRIDAY,,,,Self-employed,,0,0,,112500.0,Higher education,,,0.0,,Working,,0,,0,0.007305,Married,Sales staff,0.0,,1,,,,,
114238,5.0,0.0,2,-11.5,44694.0,902567.9924999999,-55.0,30595.5,365243,,-8544,-153.5,,0,0.1173011930750817,,1,,0.0,,Cash loans,2,365243.0,0,12.0,0.0,House / apartment,F,14,,0,838657.755,0,270045.0,-417.0,0.503867818783453,1.1111111111111112,0,SATURDAY,0.0,16.0,0.0,XNA,10804.5,1,0,,247500.0,Higher education,,,0.0,,Pensioner,0.190705947811054,0,,0,0.016612,Married,,0.0,,1,,10150.425,-385.0,,2.0
373414,11.92,0.6666666666666666,2,-6.0,,10350000.0,613.0,16627.5,-778,block of flats,-13987,-222.0,,0,0.4093357995240928,0.0,1,0.0,0.0,0.1667,Cash loans,3,365243.0,0,36.0,-635.0,House / apartment,F,6,,1,10312096.5,0,339241.5,-439.0,0.3210574701825198,1.32,0,TUESDAY,0.0,10.25,1.0,Business Entity Type 3,4063.5,1,0,,112500.0,Secondary / secondary special,,0.0392,0.0,,Working,0.3589512285783967,0,,0,0.020713,Married,Sales staff,0.0,,0,,22932.434999999998,-437.0,0.0,
188388,6.285714285714286,1.0,2,-557.0,3854.25,264392.35714285716,-2066.0,48888.0,-1329,,-22783,-1202.857142857143,,1,0.5549077290439568,,0,,0.0,,Cash loans,2,365243.0,0,20.666666666666668,-2049.0,House / apartment,F,12,,1,80568.0,0,500490.0,-1496.888888888889,,1.0,0,WEDNESDAY,0.0,13.777777777777779,0.0,Transport: type 4,0.0,1,0,,202500.0,Higher education,,,0.0,,Commercial associate,0.1997705696341145,1,,0,0.035792,Married,Accountants,0.0,,0,,32988.86,-2306.0,,16.0
231929,7.0,0.0,1,,,,-66.0,52452.0,-830,block of flats,-10836,,,1,0.360396242872698,0.0,1,0.0,,0.1667,Cash loans,1,365243.0,0,14.0,0.0,House / apartment,F,15,,1,,0,1024740.0,-493.0,0.3233663087214772,1.0769230769230769,0,SATURDAY,,11.0,,Industry: type 11,0.0,1,0,,67500.0,Secondary / secondary special,,0.0699,0.0,,Working,,1,,0,0.0116569999999999,Married,Laborers,0.0,,1,,4091.4,-456.0,,2.0
288831,11.815217391304348,0.0,2,-203.5,,221842.929375,-89.5,20488.5,-1511,block of flats,-10801,-869.375,,0,0.6435746820189508,0.08,1,0.0,0.0,0.3542,Cash loans,2,365243.0,0,26.8,-1210.0,House / apartment,F,10,,1,38521.125,0,375322.5,-747.7058823529412,0.3467336281040061,1.0,0,TUESDAY,0.0,17.58823529411765,0.0,Trade: type 7,3430.875,1,0,,171000.0,Secondary / secondary special,,0.0823,0.0,,Working,0.5082869913916046,0,,0,0.008575,Civil marriage,Sales staff,0.07058823529411765,,2,,9687.744,-779.5,,
111556,46.853658536585364,0.6666666666666666,2,-652.6363636363636,,118725.40227272728,120233.66666666667,30766.5,-1359,,-17096,-859.5454545454545,2164.734193548387,1,0.2265068731262381,,1,,0.0,,Cash loans,2,242558.0,0,4.666666666666667,0.0,House / apartment,M,8,0.043010752688172046,1,26196.3,0,927000.0,-2600.6666666666665,,0.13821138211382114,0,WEDNESDAY,0.0,14.0,0.0,Business Entity Type 3,4343.4,1,0,-47.0,315000.0,Secondary / secondary special,1711.9565217391305,,1.0,0.03225806451612903,Working,0.5549467685334323,1,0.043478260869565216,0,0.028663,Separated,Laborers,0.0,0.14518865908230344,2,1693.5483870967741,6604.845,-2554.6666666666665,,23.0
199643,3.75,0.0,2,-895.5714285714286,0.0,93107.57142857143,174.0,34465.5,-6344,block of flats,-13634,-1498.4285714285713,,0,0.6180836881053707,0.0,0,0.0,0.0,0.1667,Cash loans,2,365243.0,0,36.0,-915.0,House / apartment,F,12,,1,0.0,0,675000.0,-915.0,0.498126641916508,6.166666666666667,0,TUESDAY,0.0,20.0,0.0,Industry: type 9,0.0,1,0,,135000.0,Higher education,,0.0686,0.0,,Working,0.7981372313187245,0,,0,0.015221,Civil marriage,Accountants,0.0,,2,,16648.245,-876.0,0.0,
120657,5.1,0.0,2,-198.5,6451.12125,148746.825,64.0,56533.5,-848,,-13099,-395.75,,0,0.2918181951717679,,1,,0.0,,Cash loans,2,365243.0,0,12.0,-300.0,House / apartment,F,16,,1,55381.5,0,713889.0,-204.5,0.5937909666311494,1.0,0,FRIDAY,0.0,15.0,0.0,Construction,2133.0,1,0,,202500.0,Higher education,,,0.0,,Working,0.3425288720742255,0,,0,0.022625,Married,,0.0,,2,,10494.135,-266.0,,
439579,2.0,1.0,2,,,,183.0,18000.0,365243,,-20885,,,0,0.6753357647890695,,1,,,,Revolving loans,2,365243.0,0,10.0,-117.0,House / apartment,F,15,,0,,0,360000.0,-117.0,,1.0,0,FRIDAY,,12.0,,XNA,0.0,0,0,,135000.0,Secondary / secondary special,,,0.0,,Pensioner,,0,,0,0.01885,Married,,0.0,,0,,21763.98,-87.0,,
361223,27.181818181818183,0.8571428571428571,2,-12.0,,292500.0,51096.42857142857,20695.5,365243,,-22441,-741.0,35293.995,0,0.1447475472488587,,1,,0.0,,Cash loans,2,312681.28571428574,0,17.7,-660.0,House / apartment,F,12,0.20454545454545456,0,218722.5,0,518562.0,-1710.6,,0.6417112299465241,0,TUESDAY,0.0,13.0,1.0,XNA,0.0,0,1,-44.5,180000.0,Higher education,3459.375,,1.0,0.022727272727272728,Pensioner,0.6738300778602003,0,0.20454545454545456,0,0.035792,Married,,0.09375,0.1423780468247193,0,3459.375,19491.363,-1899.142857142857,,
345983,3.9056603773584904,0.2222222222222222,2,-398.8,19080.0,227249.658,-535.3333333333334,59566.5,365243,block of flats,-22342,-789.6,,0,0.5052444440705988,0.24,1,0.0,0.0,0.3333,Cash loans,2,365243.0,0,11.846153846153847,-1163.0,House / apartment,M,10,,0,0.0,0,1710000.0,-811.0666666666667,0.6226713288012649,1.2452830188679245,0,FRIDAY,0.0,13.466666666666667,0.0,XNA,7704.5,0,1,,225000.0,Secondary / secondary special,,0.18,0.0,,Pensioner,0.5316861425197883,0,,0,0.026392,Married,,0.0,,0,,16683.507692307692,-818.6666666666666,,4.0
284103,5.5,0.5,2,-527.8181818181819,,123014.97818181818,-568.5,17775.0,-2310,,-14374,-821.0,,0,0.5733217116721889,,1,0.0,0.0,,Cash loans,2,365243.0,0,31.428571428571427,-1161.0,House / apartment,F,13,,1,35058.0,0,225000.0,-444.14285714285717,,1.0,1,THURSDAY,0.0,16.571428571428573,0.0,Business Entity Type 3,8364.825,0,0,,180000.0,Secondary / secondary special,,,0.0,,Working,0.1261005588362325,0,,0,0.0066709999999999,Married,,0.0,,2,,19692.282857142854,-778.5,,
280677,6.5,0.0,2,-1004.4,,110261.898,-1778.0,12334.5,-1883,block of flats,-13297,-1433.2,,0,0.6621951009056665,0.12,1,0.0,0.0,0.3333,Cash loans,2,365243.0,0,12.0,-2139.0,House / apartment,F,10,,1,6644.25,0,225000.0,-1042.6666666666667,0.3021926523933713,1.0,0,TUESDAY,0.0,16.333333333333332,0.0,Medicine,555.0,1,0,,135000.0,Higher education,,0.0995,0.0,,Working,0.5100895276257282,0,,0,0.026392,Married,,0.0,,1,,1972.125,-2108.0,,64.0
378518,5.255813953488372,0.8,2,-20.0,,130500.0,-97.4,20250.0,-2821,,-15869,-26.0,,1,0.5095076687861732,,0,,0.0,,Revolving loans,2,365243.0,1,18.0,-667.0,House / apartment,F,17,,1,130500.0,0,405000.0,-435.8,0.4844922422450527,1.069767441860465,0,THURSDAY,0.0,12.3,0.0,Business Entity Type 3,2943.0,0,0,,202500.0,Incomplete higher,,,0.0,,Working,0.2851799046358216,1,,0,0.019101,Widow,Low-skill Laborers,0.0,,0,,25025.81142857143,-571.4,,
425522,3.96875,0.3333333333333333,2,-143.0,5686.875,369756.0,224.83333333333334,12766.5,-926,,-19087,-903.3333333333334,,0,0.6262875645956664,,1,,0.0,,Cash loans,2,365243.0,0,33.0,-968.0,House / apartment,F,10,,1,218538.0,0,247500.0,-652.125,,1.25,1,FRIDAY,0.0,12.0,0.0,Trade: type 7,,1,0,,150750.0,Secondary / secondary special,,,0.0,,Working,0.4938628816996244,0,,0,0.030755,Married,Sales staff,0.0,,0,,19453.364999999998,-645.1666666666666,,
390314,2.5,0.0,2,-411.6363636363636,,286788.6818181818,-716.0,23305.5,365243,,-21588,-1121.909090909091,,0,0.6193888129118037,,1,,0.0,,Cash loans,2,365243.0,0,36.0,-1077.0,House / apartment,F,12,,0,98085.75,0,808650.0,-618.6666666666666,,1.25,0,SATURDAY,0.0,11.333333333333334,2.0,XNA,0.0,0,1,,229500.0,Secondary / secondary special,,,0.0,,Pensioner,0.6161216908872079,0,,0,0.01885,Civil marriage,,0.0,,0,,21742.942499999997,-1046.0,,
160738,6.735849056603773,0.0,2,-408.5,,237599.25,-973.5,26509.5,-1784,block of flats,-11558,-1868.3333333333333,,0,0.7290527196773077,0.12,0,0.0,0.0,0.3333,Cash loans,2,365243.0,0,16.545454545454547,-1778.0,House / apartment,F,17,,1,105390.6375,0,545040.0,-1066.3846153846155,0.7459308090010996,1.2075471698113207,0,THURSDAY,0.0,15.923076923076923,0.0,Other,5509.285714285715,1,0,,157500.0,Higher education,,0.0939,0.0,,Commercial associate,0.5884877883422673,0,,0,0.00496,Single / not married,,0.10638297872340426,,0,,14566.913181818183,-1273.5,,1.0
389904,4.8,0.0,2,-621.0,,84034.5,315.5,20119.5,-696,,-10847,-1013.3333333333334,,0,0.7179689859068571,,0,,0.0,,Cash loans,2,365243.0,1,15.0,-228.0,House / apartment,F,12,,1,0.0,0,254700.0,-139.0,,1.0,1,WEDNESDAY,0.0,14.5,0.0,Government,0.0,1,0,,72000.0,Higher education,,,0.0,,Working,0.7062051096536562,1,,0,0.01885,Married,Core staff,0.0,,2,,6739.65,-104.5,,
123258,5.08,0.6666666666666666,2,-300.0,,38833.5,-1344.3333333333333,10125.0,-783,block of flats,-11175,-542.6666666666666,,0,0.4720841737865462,0.04,1,0.0,0.0,0.625,Revolving loans,2,365243.0,0,12.0,-2202.0,House / apartment,F,12,,1,0.0,0,202500.0,-1705.0,0.5517927017783226,1.0,0,SUNDAY,0.0,11.666666666666666,1.0,Bank,4800.0,0,0,,112500.0,Higher education,,0.0888,0.0,,Commercial associate,0.5867400085415683,0,,0,0.031329,Married,Core staff,0.0,,1,,5554.065,-1674.3333333333333,0.0039,
152796,5.5,0.0,2,,,,-1.0,27022.5,-706,,-8643,,,0,,,0,0.0,,,Cash loans,2,365243.0,1,12.0,-474.0,House / apartment,M,15,,1,,0,254700.0,-363.0,0.2049940385032044,1.0555555555555556,1,THURSDAY,,16.5,,Business Entity Type 3,1449.0,1,0,,112500.0,Higher education,,,0.0,,Working,,1,,0,0.025164,Single / not married,High skill tech staff,0.0,,0,,5359.275000000001,-331.0,,
